#{"t_start": 1779600975.013974, "env_id": "None"}
r,l,t
-11.401638,98,590.036153
-10.777344,88,590.049641
-10.941319,77,590.067238
-10.946212,101,590.111721
-11.561142,100,590.207416
-12.253794,129,590.22981
-13.058168,169,590.274104
-10.872167,147,590.322267
-10.84054,77,590.380252
-1.4719944,121,590.40008
-12.35944,157,590.429388
-11.251656,116,590.481908
-10.879893,102,590.543629
-11.126798,71,590.582526
-11.787865,145,590.584002
-10.929733,63,590.631759
-11.580707,151,590.640943
-10.842475,61,590.816657
-11.792473,111,590.828368
-10.69142,116,590.884792
-11.071808,60,590.913146
-12.564671,192,590.939688
-11.874807,109,590.971136
-10.860903,64,590.97637
-10.875881,79,591.032113
-11.242546,79,591.060037
-10.936811,72,591.086036
-10.830409,87,591.157082
-11.555235,129,591.161145
-10.945542,107,591.208679
-10.812063,94,591.213011
-10.694458,73,591.254616
-10.908509,78,591.266049
-10.71634,58,591.292871
-11.329326,97,591.347133
-10.951978,87,591.380486
-11.165679,87,591.392617
-10.888072,74,591.402472
-10.840175,80,591.498632
-11.368857,114,591.514923
-10.702082,110,591.553446
-12.092068,128,591.587735
-10.846304,67,591.595026
-10.948762,71,591.654228
-10.894942,59,591.677686
-10.891536,121,591.687626
-12.150659,87,591.718189
-10.83711,68,591.788008
-10.66154,73,591.832265
-11.05183,104,591.855559
-11.917981,128,591.85749
-10.777813,85,591.924998
-10.8598175,88,591.978926
-10.813494,59,592.018766
-10.812909,114,592.036325
-11.57444,127,592.059873
-10.851974,92,592.119904
-11.020344,71,592.145734
-12.087898,114,592.185312
-12.1639,121,592.230043
-11.308141,96,592.365168
-10.913578,133,592.389735
-10.735351,74,592.425175
-11.304563,133,592.462622
-10.82558,117,592.530899
-11.237824,82,592.576203
-10.738304,118,592.590429
-11.058393,152,592.603883
-11.03558,81,592.643138
-10.987431,64,592.682901
-10.621345,104,592.725798
-10.84226,73,592.747082
-1.4307518,128,592.784569
-10.76971,79,592.790604
-10.978714,73,592.849191
-10.879008,90,592.912213
-10.691482,140,592.91365
-11.018506,119,592.943718
-10.894392,91,592.966219
-10.94219,61,592.991535
-10.79079,93,593.040191
-10.825737,71,593.047358
-10.84737,61,593.060692
-10.933615,69,593.142045
-11.079471,68,593.155416
-10.84804,82,593.165092
-14.877086,156,593.220963
-11.450543,77,593.263075
-10.97965,67,593.312797
-10.939148,100,593.400648
-10.824081,74,593.413697
-11.522941,184,593.418208
-11.927009,209,593.431473
-10.94267,69,593.529317
-10.979314,109,593.568821
-10.888809,119,593.586627
-11.098351,135,593.589714
-10.983784,78,593.680529
-10.92489,133,593.715645
-10.83629,93,593.717226
-10.719153,108,593.74469
-11.154622,77,593.878364
-10.648107,106,593.958764
-11.565886,128,594.011765
-11.813884,154,594.022711
-11.167825,84,594.075332
-10.794108,58,594.111814
-10.996706,99,594.159522
-13.015645,262,594.254695
-12.523319,155,594.303777
-10.842506,136,594.306929
-10.935547,126,594.340926
-10.626306,134,594.444653
-11.217997,80,594.452648
-12.576387,111,594.4639
-12.646774,172,594.543833
-10.739381,76,594.549146
-12.421692,101,594.590521
-10.771865,102,594.603727
-10.920641,84,594.663226
-10.986577,83,594.667949
-11.870863,111,594.764644
-10.818377,85,594.78834
-11.386876,156,594.817484
-10.745031,114,594.83472
-10.808746,77,594.897025
-11.02205,95,594.901081
-11.0696,71,594.917373
-10.836918,68,594.928073
-11.327766,69,594.995986
-11.18179,74,595.041886
-10.7122345,110,595.065609
-10.753277,100,595.147284
-10.969134,83,595.161958
-13.03901,185,595.188675
-1.5834875,126,595.247598
-10.791323,72,595.250483
-10.992242,67,595.258695
-11.041649,71,595.369655
-11.016333,69,595.423239
-10.796574,85,595.444742
-10.63722,86,595.456283
-11.495495,99,595.508162
-11.10573,65,595.538774
-10.871345,75,595.568734
-11.787467,130,595.612333
-11.378601,91,595.638585
-10.707845,78,595.646346
-11.009115,56,595.711062
-11.195805,100,595.743215
-11.259932,154,595.772502
-10.731677,113,595.797276
-11.058914,78,595.81767
-10.870703,69,595.915622
-10.82053,124,595.945836
-11.661549,186,596.002476
-10.899482,68,596.039899
-11.423896,177,596.044117
-10.810161,105,596.061563
-10.909813,86,596.121209
-10.831606,61,596.128311
-11.039166,77,596.145738
-11.253746,70,596.158167
-11.055695,66,596.211053
-10.767896,76,596.252659
-10.723735,74,596.260672
-13.206375,157,596.346814
-11.566193,116,596.375799
-10.822451,103,596.39787
-10.884784,95,596.5097
-13.138549,181,596.516959
-11.012408,85,596.518564
-10.896175,59,596.602012
-11.645383,88,596.636877
-10.813911,82,596.636916
-14.199492,242,596.693662
-10.789198,73,596.707549
-10.87346,61,596.725863
-11.10105,64,596.730641
-10.950133,63,596.869405
-10.690435,82,596.911207
-10.861058,61,596.957226
-10.896367,108,596.968396
-12.512435,141,597.007494
-11.066199,103,597.050968
-10.726301,70,597.051001
-10.757502,86,597.084596
-10.853271,64,597.096205
-10.640841,95,597.184851
-10.854506,66,597.188984
-10.86263,78,597.194641
-10.918156,128,597.230637
-10.933403,71,597.292212
-10.806106,90,597.308417
-10.966316,70,597.324923
-1.3589668,117,597.348937
-10.883321,63,597.390354
-10.777105,67,597.415354
-10.924601,80,597.45633
-10.774728,80,597.503678
-11.132136,168,597.521115
-11.575559,97,597.5531
-11.158434,94,597.588184
-10.925621,76,597.607975
-10.932079,60,597.687869
-10.904534,81,597.696365
-10.790219,152,597.729059
-10.962887,175,597.791387
-11.188357,92,597.825746
-10.797846,102,597.83154
-10.65918,78,597.837475
-10.911771,71,597.928558
-10.6838875,127,597.965391
-11.246118,135,598.025085
-1.9849968,151,598.034763
-11.696718,140,598.118498
-10.8942585,74,598.12219
-11.411391,86,598.146906
-10.948108,143,598.159295
-10.781031,103,598.383597
-11.176285,139,598.393311
-10.766154,127,598.408998
-10.778301,64,598.476601
-10.707506,83,598.513577
-10.8474245,77,598.519571
-13.741652,242,598.550224
-10.750916,87,598.603564
-11.11409,71,598.651907
-11.024994,95,598.653344
-11.479887,125,598.700993
-10.966663,59,598.736648
-11.02827,91,598.736701
-11.066084,66,598.795105
-10.859583,75,598.835072
-12.240312,149,598.857697
-10.788468,72,598.89298
-11.329854,126,598.913262
-11.305059,79,598.981642
-10.916516,100,599.049109
-13.052952,163,599.08469
-12.306404,138,599.117998
-10.722067,75,599.153957
-11.940494,119,599.154004
-10.887405,72,599.180828
-11.002165,63,599.236628
-10.872835,71,599.249111
-10.820451,66,599.271138
-11.535527,118,599.279188
-10.914493,64,599.321154
-11.007794,72,599.373467
-10.8015175,91,599.37818
-10.826334,78,599.390911
-10.828117,62,599.462192
-1.6039038,108,599.478053
-10.988548,83,599.487678
-10.867429,94,599.52237
-10.91263,62,599.551738
-10.855783,89,599.613953
-11.718831,95,599.658757
-11.387118,140,599.680682
-11.230525,84,599.815556
-1.5168076,143,599.834126
-11.187769,85,599.858687
-1.5496025,105,599.904921
-10.980035,76,599.939096
-10.724716,78,599.964158
-10.869294,69,599.996453
-11.445237,158,600.026411
-11.356588,87,600.053278
-10.675043,87,600.117889
-11.006961,78,600.142138
-11.58787,133,600.150808
-10.876728,64,600.150851
-10.77956,68,600.250098
-10.833369,75,600.260116
-12.594787,119,600.29423
-10.982939,71,600.348108
-10.794917,172,600.399371
-10.859376,86,600.427771
-1.1332188,116,600.434963
-10.679122,105,600.509793
-10.868755,79,600.512635
-11.004615,72,600.5346
-10.743108,59,600.589326
-10.912025,70,600.608085
-11.001039,165,600.654488
-10.927244,105,600.753903
-11.446826,168,600.767842
-11.492102,130,600.770658
-11.070316,93,600.783907
-10.675616,78,600.879113
-11.0664625,78,600.881965
-10.7142315,122,600.928169
-10.610716,128,600.968952
-10.989131,62,600.972163
-10.880841,72,600.984406
-10.9758415,70,601.032638
-10.966103,60,601.059851
-10.869783,78,601.099735
-10.84289,60,601.118716
-10.991646,116,601.140456
-11.06056,77,601.165619
-10.824201,69,601.192893
-10.850399,76,601.220785
-10.971995,109,601.377552
-11.256644,94,601.384013
-11.341703,80,601.428708
-10.9569,102,601.431295
-10.662538,84,601.511707
-10.733886,90,601.514981
-10.960686,106,601.5855
-10.945124,62,601.602296
-11.27014,136,601.626734
-12.516323,128,601.703887
-10.8169155,124,601.764344
-10.764397,101,601.774239
-11.112367,129,601.790862
-2.7229161,140,601.904071
-11.038559,99,601.908297
-11.9406395,99,601.91691
-1.1790905,139,602.000429
-10.9044695,69,602.013656
-10.831033,60,602.013686
-11.4127035,111,602.073554
-11.8135395,110,602.175967
-12.08718,119,602.176046
-11.150539,103,602.235108
-11.044991,165,602.257246
-11.448944,113,602.33655
-10.787442,95,602.35794
-12.665031,137,602.363306
-10.916478,84,602.365553
-10.821894,76,602.463631
-10.724011,100,602.469281
-10.683165,85,602.482329
-11.54957,97,602.502807
-11.050214,67,602.55071
-11.035057,66,602.587994
-10.974712,82,602.590929
-10.988681,101,602.605219
-11.402716,101,602.691847
-10.845121,77,602.698063
-10.869648,80,602.718521
-11.353186,97,602.725147
-10.851325,77,602.902215
-10.721047,127,602.954877
-11.3668375,149,602.982398
-11.075829,64,602.996878
-12.065426,153,603.022264
-10.608005,71,603.115154
-10.826067,128,603.13288
-1.9392328,144,603.18075
-11.739519,160,603.214282
-11.027888,95,603.264062
-10.639745,110,603.266982
-10.922673,77,603.286209
-11.938575,94,603.344344
-10.727381,78,603.372138
-10.736525,88,603.388788
-11.264295,116,603.445179
-11.270475,74,603.475135
-12.091565,108,603.495875
-10.8955,83,603.505184
-10.877516,87,603.569952
-10.827827,68,603.601394
-11.102839,86,603.617986
-11.142197,131,603.660628
-10.688396,79,603.683224
-11.056953,101,603.7587
-1.1956673,112,603.758744
-11.322012,108,603.830034
-1.0930996,140,603.856589
-10.901758,72,603.859365
-10.970467,105,603.91177
-10.572684,99,603.998994
-11.836234,129,604.016998
-1.5008211,116,604.025192
-11.02951,84,604.026693
-10.659682,73,604.1189
-10.718277,96,604.133101
-10.65741,98,604.16495
-11.055725,123,604.204402
-10.796223,76,604.364733
-11.590333,117,604.39061
-10.868065,67,604.454529
-11.550121,183,604.466424
-10.964196,68,604.482425
-11.7944355,160,604.51411
-10.922335,79,604.6526
-11.221307,110,604.666303
-11.443479,133,604.6829
-2.092741,187,604.759839
-11.387482,71,604.767673
-10.824211,102,604.846267
-12.095135,118,604.854644
-10.795633,63,604.944544
-12.110792,133,604.966329
-1.8981743,142,604.992167
-10.967895,58,605.059686
-10.853786,140,605.074958
-11.115044,106,605.109632
-11.011879,95,605.133506
-11.062394,62,605.14669
-10.663938,102,605.216694
-11.561641,126,605.284557
-11.277956,145,605.335329
-11.365096,108,605.366648
-12.017103,184,605.403112
-11.518565,91,605.411627
-10.832046,83,605.449987
-10.816478,75,605.473645
-10.9651985,62,605.498104
-10.948633,74,605.553968
-11.292677,110,605.556892
-10.921928,104,605.645678
-10.833705,75,605.662732
-10.928714,74,605.66418
-11.751366,137,605.668555
-10.773732,73,605.765706
-11.183036,75,605.77215
-11.078149,100,605.78594
-10.795387,113,605.900406
-10.864572,80,605.962089
-11.128777,64,605.988157
-12.613254,106,605.992714
-11.000082,112,606.019551
-10.815905,67,606.082614
-10.79317,71,606.117624
-12.339179,113,606.141964
-11.598164,169,606.196458
-10.568359,112,606.237994
-12.3664665,126,606.291593
-11.157282,112,606.297583
-1.2457361,115,606.352558
-11.164789,103,606.379146
-11.025066,90,606.42336
-10.918142,60,606.438429
-10.80363,112,606.448361
-10.898037,84,606.493902
-10.960918,97,606.556928
-11.063627,102,606.579336
-10.936954,104,606.593207
-10.976035,69,606.595226
-10.840838,67,606.651917
-12.561979,99,606.721184
-10.749867,108,606.749149
-10.914969,71,606.755187
-10.784294,70,606.855217
-10.738854,96,606.861442
-13.237043,189,606.866827
-10.8026285,92,606.885983
-11.278544,112,607.017304
-10.822443,104,607.031904
-2.876029,153,607.083309
-10.7806225,69,607.126594
-10.718058,85,607.134905
-11.449526,85,607.20261
-13.7024765,276,607.252782
-10.792168,83,607.254158
-10.961746,81,607.390047
-2.2526498,178,607.45202
-10.938609,89,607.452073
-11.736738,100,607.528165
-13.015646,146,607.528245
-10.918442,61,607.534682
-11.020301,76,607.556329
-10.795772,65,607.612133
-10.823428,72,607.626377
-10.979589,64,607.634942
-10.885975,76,607.714475
-10.7826185,65,607.716033
-10.598162,143,607.717454
-10.743615,72,607.733713
-10.972277,61,607.810763
-10.989199,79,607.814965
-10.9835,128,607.882494
-11.402159,141,607.900048
-10.769317,67,607.901731
-10.672599,95,607.94622
-10.804782,63,607.987738
-10.826853,67,607.99448
-11.196809,72,608.04058
-10.838164,88,608.118259
-12.906597,223,608.191941
-2.18577,150,608.194473
-10.66664,74,608.217825
-10.910832,136,608.232195
-11.170085,103,608.336573
-11.242161,114,608.349292
-11.748507,117,608.380408
-10.995677,124,608.405014
-10.768881,69,608.434402
-11.213924,96,608.490362
-11.035252,92,608.514706
-10.911493,72,608.540898
-11.530331,102,608.554241
-10.834186,65,608.610303
-10.781439,73,608.646681
-12.402821,137,608.68749
-10.78681,82,608.727839
-1.0260735,124,608.733571
-10.81872,80,608.88152
-11.291447,136,608.922897
-10.972347,113,608.971041
-10.602834,130,609.00188
-11.72513,155,609.105148
-12.743269,140,609.123741
-10.50867,87,609.125129
-11.995274,159,609.195584
-10.76694,84,609.240272
-11.103033,102,609.264856
-11.076404,70,609.292209
-11.043553,146,609.307444
-11.249257,102,609.38199
-10.840835,129,609.473242
-11.63958,167,609.500438
-11.27853,145,609.512599
-11.842022,115,609.546253
-10.752282,79,609.587652
-10.89916,82,609.631229
-10.725984,94,609.681206
-11.740055,83,609.706351
-10.790023,72,609.733545
-12.133286,165,609.737836
-11.102019,89,609.847394
-12.652571,158,609.890893
-11.170577,149,609.904
-2.181665,148,609.932856
-11.153079,87,610.017383
-11.003719,70,610.033701
-10.700726,132,610.033736
-10.735388,125,610.081024
-10.854368,83,610.152565
-2.640634,153,610.310747
-11.0775585,109,610.314806
-10.953762,70,610.328013
-2.167954,154,610.329479
-10.834817,62,610.420656
-11.103756,116,610.477991
-11.004856,106,610.479586
-10.549326,120,610.479615
-10.703392,105,610.565565
-10.934532,80,610.594125
-10.745095,95,610.614378
-10.805609,67,610.659861
-10.964131,140,610.676593
-10.81026,68,610.708641
-10.760836,63,610.74675
-10.9500675,99,610.813835
-11.489399,171,610.83074
-10.757346,95,610.840372
-10.826997,83,610.922848
-11.959687,105,610.973113
-11.631957,173,610.983649
-1.0609102,119,611.004178
-10.921887,92,611.052943
-11.30979,89,611.099236
-10.984407,93,611.134987
-10.848082,58,611.213319
-10.766161,171,611.222402
-1.749814,126,611.230022
-10.755218,131,611.282219
-10.947382,63,611.312259
-10.97839,72,611.330798
-10.796683,103,611.358733
-11.68481,104,611.423872
-11.810041,121,611.475435
-10.8939705,91,611.480573
-11.591126,116,611.487404
-10.909498,61,611.562387
-11.140026,110,611.572773
-11.028054,83,611.588313
-10.8386755,96,611.617402
-10.834526,73,611.664079
-11.086403,76,611.678573
-11.115553,76,611.777857
-10.798119,75,611.857942
-10.794745,124,611.879372
-10.895581,108,611.917968
-10.851528,120,611.954406
-10.814707,139,612.05679
-10.802906,105,612.069724
-12.720966,142,612.08425
-11.036375,93,612.085831
-10.909426,62,612.143048
-10.7839985,63,612.170282
-11.27018,74,612.185844
-10.88359,60,612.224515
-1.074254,154,612.282334
-10.866582,59,612.30694
-10.861311,78,612.389799
-11.290298,178,612.414059
-2.5187602,167,612.415529
-11.579,124,612.480794
-10.735481,63,612.506957
-1.4123621,127,612.563573
-10.7987175,80,612.589278
-10.82282,145,612.616721
-11.047085,92,612.631749
-11.107486,72,612.665266
-10.6881075,71,612.711945
-10.753865,104,612.730534
-10.976629,126,612.805211
-11.007078,66,612.805266
-10.779427,79,612.843597
-11.937017,140,612.861313
-10.89009,78,612.9204
-10.72877,84,612.966387
-11.415573,132,612.999583
-11.353899,135,613.064086
-10.693984,70,613.073592
-10.79659,125,613.104881
-11.275464,87,613.267299
-10.931162,90,613.280193
-11.318552,83,613.376977
-11.078852,144,613.382083
-10.727057,99,613.41192
-10.975494,62,613.461959
-11.476348,295,613.491733
-10.781145,65,613.500536
-10.848433,101,613.600187
-3.4668636,169,613.615826
-11.643152,122,613.665115
-11.508483,140,613.700657
-11.051593,64,613.708339
-10.955242,76,613.711033
-11.373356,102,613.803799
-11.033761,83,613.820694
-11.319211,115,613.857934
-10.823025,113,613.866228
-10.641774,70,613.900469
-10.956705,92,614.025444
-11.881864,168,614.052966
-10.882742,177,614.119078
-14.612532,219,614.168392
-1.736865,110,614.196766
-11.240251,108,614.219424
-10.919638,67,614.28113
-10.772172,80,614.323735
-10.871663,154,614.355689
-11.495728,111,614.391662
-11.503937,138,614.478833
-10.948208,143,614.527604
-1.4148579,129,614.539852
-10.947277,128,614.573644
-10.740904,69,614.579457
-10.768035,81,614.645757
-10.879252,65,614.676951
-11.188292,77,614.688818
-11.537758,135,614.820367
